id;Type;Quant;Date;Status;Province;lat;lon
Donetsk Oblast;AIFV;1;06.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;AIFV;1;10.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160
Donetsk Oblast;AIFV;1;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.594667;37.501278
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.612111;37.486278
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.611389;37.486667
Kyiv Oblast;AIFV;1;25.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.993000;29.770611
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.610944;37.488528
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Luhansk Oblast;AIFV;1;14.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Donetsk Oblast;AIFV;1;14.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Luhansk Oblast;AIFV;1;17.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Donetsk Oblast;AIFV;1;20.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.788528;37.554917
Donetsk Oblast;AIFV;1;20.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.788528;37.554917
Donetsk Oblast;AIFV;1;03.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Luhansk Oblast;AIFV;1;25.03.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393
Luhansk Oblast;AIFV;1;25.03.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393
Zaporizhia Oblast;AIFV;1;25.03.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.987347;35.423455
Sumy Oblast;AIFV;1;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694
Donetsk Oblast;AIFV;1;10.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160
Donetsk Oblast;AIFV;1;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;AIFV;1;03.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.248958;37.781937
Kherson Oblast;AIFV;1;02.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kyiv Oblast;AIFV;1;02.04.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.507424;29.810188
Donetsk Oblast;AIFV;1;01.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.941527;37.503918
Donetsk Oblast;AIFV;1;01.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.941527;37.503918
Donetsk Oblast;AIFV;1;06.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;28.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;28.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Luhansk Oblast;AIFV;1;06.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Luhansk Oblast;AIFV;1;25.03.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393
Zaporizhia Oblast;AIFV;1;11.04.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.987347;35.423455
Chernihiv Oblast;AIFV;1;07.03.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.388056;31.295028
Chernihiv Oblast;AIFV;1;07.03.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.388056;31.295028
Kyiv Oblast;AIFV;1;06.04.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.832194;30.075861
Donetsk Oblast;AIFV;1;07.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.630781;36.982374
;AIFV;1;09.04.2022;CAPTURED;;;
Donetsk Oblast;AIFV;1;14.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;14.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Kyiv Oblast;AIFV;1;09.04.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.450458;30.523460
Sumy Oblast;AIFV;1;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694
Sumy Oblast;AIFV;1;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694
Sumy Oblast;AIFV;1;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694
Donetsk Oblast;AIFV;1;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Kyiv Oblast;AIFV;1;17.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;51.017316;29.698133
Donetsk Oblast;AIFV;1;21.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Kherson Oblast;AIFV;1;22.04.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611694;32.111750
;AIFV;1;18.04.2022;DESTROYED;;;
Chernihiv Oblast;AIFV;1;18.04.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320
Kharkiv Oblast;AIFV;1;23.04.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.325917;36.156750
Kharkiv Oblast;AIFV;1;23.04.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.325917;36.156750
Donetsk Oblast;AIFV;1;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;25.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;26.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343
Donetsk Oblast;AIFV;1;26.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343
Donetsk Oblast;AIFV;1;26.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;28.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343
Donetsk Oblast;AIFV;1;29.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.697819;36.824306
Donetsk Oblast;AIFV;1;26.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;03.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.150246;37.737003
Donetsk Oblast;AIFV;1;03.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.150246;37.737003
Donetsk Oblast;AIFV;1;02.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299
Donetsk Oblast;AIFV;1;06.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Luhansk Oblast;AIFV;1;06.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.049943;38.221114
;AIFV;1;06.05.2022;CAPTURED;;;
Luhansk Oblast;AIFV;1;05.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.764083;38.665111
Luhansk Oblast;AIFV;1;05.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.764083;38.665111
Donetsk Oblast;AIFV;1;09.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;AIFV;1;09.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Luhansk Oblast;AIFV;1;06.05.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.771338;38.619913
Donetsk Oblast;APC;1;11.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299
Donetsk Oblast;ARTY;1;11.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Kharkiv Oblast;APC;1;12.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.071325;36.784118
Donetsk Oblast;APC;1;12.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299
Donetsk Oblast;AIFV;1;13.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.259775;37.857800
;APC;1;14.05.2022;DESTROYED;;;
;APC;1;10.05.2022;CAPTURED;;;
Donetsk Oblast;APC;1;11.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
;MBT;1;12.05.2022;CAPTURED;;;
;MBT;1;13.05.2022;CAPTURED;;;
Luhansk Oblast;MBT;1;14.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.779585;38.558773
Luhansk Oblast;MBT;1;14.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.779585;38.558773
Kharkiv Oblast;ARTY;1;14.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.987760;36.513848
Zaporizhia Oblast;MBT;1;15.05.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.666438;36.253220
Zaporizhia Oblast;MBT;1;15.05.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.666438;36.253220
Kharkiv Oblast;MBT;1;16.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191274;37.278279
Donetsk Oblast;MBT;1;16.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.497736;37.150871
